compang,dili,position,pay,level
['北京中公教育科技有限公司郑州分公司'],['郑州'],行测理科培训讲师,6k-8k,本科生毕业
['北京中公教育科技有限公司郑州分公司'],['郑州'],申论培训讲师,6k-8k,本科生毕业
['河南鑫德嘉房地产营销策划有限公司'],['郑州'],销售代表/业务员/销售助理,8k-10k,专科生毕业
['河南鑫德嘉房地产营销策划有限公司'],['郑州'],置业顾问/房地产销售,8k-10k,专科生毕业
['河南鑫德嘉房地产营销策划有限公司'],['郑州'],市场专员/助理,6k-8k,中专生毕业
['河南鑫德嘉房地产营销策划有限公司'],['郑州'],销售代表/业务员/销售助理,6k-8k,中专生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],行政专员/助理,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],土木机械电气化工造价,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],法务专员/助理,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],市场营销(销售代表/销售总监),4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],排版设计/制作/出版/发行,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],机械设计,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],工程设计,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],网页前后台,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],文员/行政助理,4k-6k,专科生毕业
['郑州栋梁建筑工程设计有限公司'],['郑州'],造价工程师,4k-6k,专科生毕业
['河南香海生物科技有限公司'],['郑州'],网络客服/坐席/呼叫中心客服,2k-4k,专科生毕业
['河南香海生物科技有限公司'],['郑州'],软件工程师,6k-8k,本科生毕业
['河南香海生物科技有限公司'],['郑州'],软件工程师,4k-6k,本科生毕业
['河南香海生物科技有限公司'],['上海'],项目经理,4k-6k,专科生毕业
['河南香海生物科技有限公司'],['郑州'],ERP实施顾问,2k-4k,专科生毕业
['河南香海生物科技有限公司'],['郑州'],企业信息化管理,2k-4k,专科生毕业
['河南香海生物科技有限公司'],['上海'],财务信息化管理,4k-6k,专科生毕业
['河南香海生物科技有限公司'],['郑州'],财务信息化管理,4k-6k,专科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],人事专员,2k-4k,专科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],房产经纪人,6k-8k,本科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],储备干部,6k-8k,专科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],新房置业顾问,8k-10k,专科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],销售代表住宿终身培训,4k-6k,专科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],销售主管含工龄财富奖,4k-6k,专科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],房产经纪人,6k-8k,专科生毕业
['河南雅泰不动产经纪有限公司'],['郑州'],人力资源专员/人事助理,2k-4k,专科生毕业
['浙江新桃源园林工程有限公司'],['杭州'],园艺/景观设计实习生,1K-2k,专科生毕业
['浙江新桃源园林工程有限公司'],['杭州'],造价实习生,1K-2k,专科生毕业
['浙江新桃源园林工程有限公司'],['芜湖'],施工实习生,2k-4k,中专生毕业
['江西正邦科技股份有限公司'],['郑州'],建设储备干部,6k-8k,本科生毕业
['江西正邦科技股份有限公司'],['郑州'],营销经理/主管,6k-8k,本科生毕业
['江西正邦科技股份有限公司'],['郑州'],技术研发,8k-10k,硕士生毕业
['江西正邦科技股份有限公司'],['郑州'],养殖技术人员,6k-8k,本科生毕业
['江西正邦科技股份有限公司'],['郑州'],畜牧工程岗,6k-8k,本科生毕业
['江西正邦科技股份有限公司'],['郑州'],畜牧工程岗,6k-8k,本科生毕业
['安阳市文峰区及第辅导学校有限公司'],['安阳'],课程顾问,8k-10k,专科生毕业
['安阳市文峰区及第辅导学校有限公司'],['安阳'],高中教师,6k-8k,本科生毕业
['安阳市文峰区及第辅导学校有限公司'],['安阳'],教务管理员,8k-10k,专科生毕业
['安阳市文峰区及第辅导学校有限公司'],['安阳'],初中教师,6k-8k,本科生毕业
['河南云邻信息科技有限公司'],['郑州'],市场专员/助理,2k-4k,专科生毕业
['河南云邻信息科技有限公司'],['郑州'],软件工程师,4k-6k,专科生毕业
['河南云邻信息科技有限公司'],['郑州'],UI设计师,4k-6k,专科生毕业
['河南云邻信息科技有限公司'],['郑州'],美工/电商设计师,4k-6k,专科生毕业
